Ward,Precinct,Votes,Joseph R. Biden & Kamala D. Harris ,%,Donald J. Trump & Michael R. Pence ,%,Howie Hawkins & Angela Walker ,%,Gloria La Riva & Leonard Peltier ,%,Brian Carroll & Amar Patel ,%,Jo Jorgensen & Jeremy ''Spike'' Cohen ,%
16,1,549,469,85.43%,66,12.02%,6,1.09%,2,0.36%,1,0.18%,5,0.91%
16,2,342,316,92.40%,23,6.73%,2,0.58%,1,0.29%,0,0%,0,0%
16,3,310,292,94.19%,16,5.16%,1,0.32%,1,0.32%,0,0%,0,0%
16,4,398,370,92.96%,22,5.53%,4,1.01%,1,0.25%,0,0%,1,0.25%
16,5,247,232,93.93%,9,3.64%,3,1.21%,1,0.40%,2,0.81%,0,0%
16,6,318,306,96.23%,8,2.52%,2,0.63%,2,0.63%,0,0%,0,0%
16,7,346,326,94.22%,18,5.20%,1,0.29%,0,0%,1,0.29%,0,0%
16,8,250,234,93.60%,13,5.20%,1,0.40%,2,0.80%,0,0%,0,0%
16,9,325,316,97.23%,7,2.15%,0,0%,1,0.31%,0,0%,1,0.31%
16,10,318,303,95.28%,14,4.40%,0,0%,0,0%,1,0.31%,0,0%
16,11,369,341,92.41%,22,5.96%,5,1.36%,0,0%,0,0%,1,0.27%
16,12,324,295,91.05%,20,6.17%,1,0.31%,7,2.16%,0,0%,1,0.31%
16,13,414,373,90.10%,30,7.25%,4,0.97%,3,0.72%,2,0.48%,2,0.48%
16,14,283,264,93.29%,13,4.59%,4,1.41%,2,0.71%,0,0%,0,0%
16,15,341,322,94.43%,15,4.40%,0,0%,1,0.29%,3,0.88%,0,0%
16,16,312,300,96.15%,10,3.21%,0,0%,0,0%,2,0.64%,0,0%
16,17,457,403,88.18%,51,11.16%,1,0.22%,1,0.22%,1,0.22%,0,0%
16,18,406,372,91.63%,29,7.14%,1,0.25%,1,0.25%,2,0.49%,1,0.25%
16,19,350,319,91.14%,24,6.86%,1,0.29%,2,0.57%,1,0.29%,3,0.86%
16,20,267,254,95.13%,11,4.12%,2,0.75%,0,0%,0,0%,0,0%
16,21,306,289,94.44%,13,4.25%,1,0.33%,1,0.33%,1,0.33%,1,0.33%
16,22,329,303,92.10%,18,5.47%,1,0.30%,3,0.91%,1,0.30%,3,0.91%
16,23,484,426,88.02%,50,10.33%,4,0.83%,3,0.62%,0,0%,1,0.21%
16,24,182,174,95.60%,8,4.40%,0,0%,0,0%,0,0%,0,0%
16,25,404,380,94.06%,18,4.46%,2,0.50%,1,0.25%,1,0.25%,2,0.50%
16,26,267,255,95.51%,8,3.00%,1,0.37%,0,0%,1,0.37%,2,0.75%
16,27,279,263,94.27%,12,4.30%,2,0.72%,0,0%,1,0.36%,1,0.36%
16,28,315,299,94.92%,12,3.81%,3,0.95%,0,0%,1,0.32%,0,0%
16,29,298,287,96.31%,11,3.69%,0,0%,0,0%,0,0%,0,0%
16,30,285,265,92.98%,16,5.61%,0,0%,2,0.70%,2,0.70%,0,0%
16,31,337,311,92.28%,16,4.75%,3,0.89%,3,0.89%,1,0.30%,3,0.89%
16,32,460,396,86.09%,55,11.96%,2,0.43%,3,0.65%,0,0%,4,0.87%
16,33,285,272,95.44%,7,2.46%,4,1.40%,0,0%,2,0.70%,0,0%
16,34,300,282,94.00%,11,3.67%,2,0.67%,1,0.33%,1,0.33%,3,1.00%
16,35,523,465,88.91%,54,10.33%,1,0.19%,1,0.19%,0,0%,2,0.38%
16,36,242,220,90.91%,18,7.44%,4,1.65%,0,0%,0,0%,0,0%
17,1,470,410,87.23%,53,11.28%,4,0.85%,0,0%,0,0%,3,0.64%
17,2,414,396,95.65%,14,3.38%,2,0.48%,1,0.24%,1,0.24%,0,0%
17,3,421,393,93.35%,25,5.94%,0,0%,1,0.24%,0,0%,2,0.48%
17,4,510,478,93.73%,26,5.10%,3,0.59%,2,0.39%,0,0%,1,0.20%
17,5,331,314,94.86%,15,4.53%,1,0.30%,0,0%,1,0.30%,0,0%
17,6,413,384,92.98%,24,5.81%,2,0.48%,2,0.48%,0,0%,1,0.24%
17,7,413,384,92.98%,26,6.30%,1,0.24%,1,0.24%,1,0.24%,0,0%
17,8,386,352,91.19%,28,7.25%,5,1.30%,0,0%,0,0%,1,0.26%
17,9,321,305,95.02%,9,2.80%,0,0%,3,0.93%,2,0.62%,2,0.62%
17,10,536,495,92.35%,34,6.34%,6,1.12%,1,0.19%,0,0%,0,0%
17,11,326,312,95.71%,14,4.29%,0,0%,0,0%,0,0%,0,0%
17,12,581,506,87.09%,66,11.36%,3,0.52%,2,0.34%,0,0%,4,0.69%
17,13,346,330,95.38%,14,4.05%,0,0%,1,0.29%,0,0%,1,0.29%
17,14,465,432,92.90%,33,7.10%,0,0%,0,0%,0,0%,0,0%
17,15,428,405,94.63%,19,4.44%,2,0.47%,1,0.23%,0,0%,1,0.23%
17,16,478,439,91.84%,34,7.11%,3,0.63%,1,0.21%,1,0.21%,0,0%
17,17,428,397,92.76%,28,6.54%,2,0.47%,0,0%,1,0.23%,0,0%
17,18,453,439,96.91%,11,2.43%,1,0.22%,1,0.22%,0,0%,1,0.22%
17,19,248,236,95.16%,11,4.44%,1,0.40%,0,0%,0,0%,0,0%
17,20,488,473,96.93%,13,2.66%,2,0.41%,0,0%,0,0%,0,0%
17,21,491,481,97.96%,8,1.63%,1,0.20%,1,0.20%,0,0%,0,0%
17,22,380,361,95.00%,17,4.47%,0,0%,2,0.53%,0,0%,0,0%
17,23,281,268,95.37%,12,4.27%,0,0%,1,0.36%,0,0%,0,0%
17,24,432,417,96.53%,11,2.55%,2,0.46%,0,0%,0,0%,2,0.46%
17,25,342,324,94.74%,12,3.51%,2,0.58%,1,0.29%,0,0%,3,0.88%
17,26,430,417,96.98%,12,2.79%,1,0.23%,0,0%,0,0%,0,0%
17,27,389,373,95.89%,13,3.34%,2,0.51%,0,0%,1,0.26%,0,0%
17,28,342,331,96.78%,11,3.22%,0,0%,0,0%,0,0%,0,0%
17,29,415,399,96.14%,12,2.89%,3,0.72%,1,0.24%,0,0%,0,0%
17,30,406,351,86.45%,51,12.56%,2,0.49%,0,0%,0,0%,2,0.49%
17,31,248,242,97.58%,4,1.61%,0,0%,1,0.40%,1,0.40%,0,0%
17,32,333,317,95.20%,9,2.70%,3,0.90%,4,1.20%,0,0%,0,0%
17,33,287,214,74.56%,18,6.27%,18,6.27%,7,2.44%,12,4.18%,18,6.27%
17,34,286,276,96.50%,8,2.80%,1,0.35%,0,0%,0,0%,1,0.35%
17,35,281,274,97.51%,2,0.71%,1,0.36%,1,0.36%,1,0.36%,2,0.71%
17,36,383,365,95.30%,15,3.92%,1,0.26%,0,0%,1,0.26%,1,0.26%
17,37,326,305,93.56%,18,5.52%,1,0.31%,0,0%,2,0.61%,0,0%
17,38,465,450,96.77%,13,2.80%,1,0.22%,0,0%,0,0%,1,0.22%
17,39,417,394,94.48%,17,4.08%,3,0.72%,1,0.24%,0,0%,2,0.48%
17,40,443,426,96.16%,15,3.39%,0,0%,1,0.23%,0,0%,1,0.23%
17,41,532,511,96.05%,15,2.82%,3,0.56%,3,0.56%,0,0%,0,0%
18,1,436,398,91.28%,29,6.65%,1,0.23%,1,0.23%,2,0.46%,5,1.15%
18,2,513,428,83.43%,82,15.98%,1,0.19%,1,0.19%,0,0%,1,0.19%
18,3,431,312,72.39%,118,27.38%,1,0.23%,0,0%,0,0%,0,0%
18,4,481,447,92.93%,25,5.20%,6,1.25%,1,0.21%,1,0.21%,1,0.21%
18,5,283,271,95.76%,9,3.18%,2,0.71%,0,0%,0,0%,1,0.35%
18,6,431,303,70.30%,119,27.61%,1,0.23%,3,0.70%,3,0.70%,2,0.46%
18,7,484,414,85.54%,61,12.60%,7,1.45%,1,0.21%,0,0%,1,0.21%
18,8,451,432,95.79%,16,3.55%,1,0.22%,0,0%,2,0.44%,0,0%
18,9,431,411,95.36%,18,4.18%,1,0.23%,0,0%,0,0%,1,0.23%
18,10,558,529,94.80%,22,3.94%,3,0.54%,1,0.18%,1,0.18%,2,0.36%
18,11,428,366,85.51%,56,13.08%,4,0.93%,1,0.23%,0,0%,1,0.23%
18,12,419,398,94.99%,17,4.06%,1,0.24%,0,0%,1,0.24%,2,0.48%
18,13,490,450,91.84%,35,7.14%,3,0.61%,2,0.41%,0,0%,0,0%
18,14,466,452,97.00%,12,2.58%,1,0.21%,0,0%,0,0%,1,0.21%
18,15,513,414,80.70%,90,17.54%,1,0.19%,4,0.78%,1,0.19%,3,0.58%
18,16,428,408,95.33%,19,4.44%,1,0.23%,0,0%,0,0%,0,0%
18,17,482,434,90.04%,40,8.30%,5,1.04%,1,0.21%,0,0%,2,0.41%
18,18,354,337,95.20%,14,3.95%,2,0.56%,0,0%,0,0%,1,0.28%
18,19,404,382,94.55%,19,4.70%,1,0.25%,0,0%,0,0%,2,0.50%
18,20,333,324,97.30%,7,2.10%,1,0.30%,1,0.30%,0,0%,0,0%
18,21,565,516,91.33%,41,7.26%,5,0.88%,0,0%,1,0.18%,2,0.35%
18,22,491,467,95.11%,20,4.07%,2,0.41%,1,0.20%,1,0.20%,0,0%
18,23,459,420,91.50%,31,6.75%,3,0.65%,5,1.09%,0,0%,0,0%
18,24,481,350,72.77%,126,26.20%,1,0.21%,1,0.21%,0,0%,3,0.62%
18,25,513,394,76.80%,116,22.61%,0,0%,0,0%,1,0.19%,2,0.39%
18,26,527,499,94.69%,23,4.36%,1,0.19%,3,0.57%,0,0%,1,0.19%
18,27,394,361,91.62%,29,7.36%,4,1.02%,0,0%,0,0%,0,0%
18,28,467,304,65.10%,160,34.26%,0,0%,0,0%,0,0%,3,0.64%
18,29,527,458,86.91%,66,12.52%,2,0.38%,0,0%,0,0%,1,0.19%
18,30,583,420,72.04%,153,26.24%,3,0.51%,1,0.17%,0,0%,6,1.03%
18,31,497,469,94.37%,24,4.83%,1,0.20%,2,0.40%,0,0%,1,0.20%
18,32,454,440,96.92%,13,2.86%,0,0%,1,0.22%,0,0%,0,0%
18,33,342,327,95.61%,12,3.51%,1,0.29%,0,0%,1,0.29%,1,0.29%
18,34,501,463,92.42%,37,7.39%,1,0.20%,0,0%,0,0%,0,0%
18,35,510,478,93.73%,26,5.10%,5,0.98%,0,0%,0,0%,1,0.20%
18,36,500,422,84.40%,72,14.40%,0,0%,1,0.20%,0,0%,5,1.00%
18,37,501,470,93.81%,26,5.19%,4,0.80%,0,0%,0,0%,1,0.20%
18,38,414,399,96.38%,13,3.14%,1,0.24%,1,0.24%,0,0%,0,0%
18,39,400,371,92.75%,24,6.00%,2,0.50%,1,0.25%,2,0.50%,0,0%
18,40,503,414,82.31%,80,15.90%,3,0.60%,3,0.60%,1,0.20%,2,0.40%
18,41,541,512,94.64%,27,4.99%,2,0.37%,0,0%,0,0%,0,0%
18,42,416,384,92.31%,27,6.49%,2,0.48%,2,0.48%,0,0%,1,0.24%
18,43,406,306,75.37%,96,23.65%,1,0.25%,1,0.25%,0,0%,2,0.49%
18,44,446,305,68.39%,137,30.72%,3,0.67%,0,0%,0,0%,1,0.22%
18,45,481,410,85.24%,68,14.14%,2,0.42%,1,0.21%,0,0%,0,0%
18,46,532,394,74.06%,133,25.00%,1,0.19%,0,0%,0,0%,4,0.75%
18,47,355,324,91.27%,29,8.17%,2,0.56%,0,0%,0,0%,0,0%
18,48,322,306,95.03%,13,4.04%,1,0.31%,0,0%,0,0%,2,0.62%
18,49,306,287,93.79%,17,5.56%,2,0.65%,0,0%,0,0%,0,0%
18,50,372,346,93.01%,19,5.11%,2,0.54%,1,0.27%,2,0.54%,2,0.54%
19,1,443,200,45.15%,239,53.95%,2,0.45%,0,0%,0,0%,2,0.45%
19,2,650,543,83.54%,100,15.38%,3,0.46%,1,0.15%,0,0%,3,0.46%
19,3,460,119,25.87%,334,72.61%,1,0.22%,0,0%,0,0%,6,1.30%
19,4,633,211,33.33%,410,64.77%,5,0.79%,1,0.16%,0,0%,6,0.95%
19,5,554,433,78.16%,111,20.04%,3,0.54%,0,0%,0,0%,7,1.26%
19,6,581,226,38.90%,345,59.38%,1,0.17%,0,0%,0,0%,9,1.55%
19,7,469,272,58.00%,190,40.51%,3,0.64%,0,0%,1,0.21%,3,0.64%
19,8,585,174,29.74%,404,69.06%,3,0.51%,0,0%,0,0%,4,0.68%
19,9,375,163,43.47%,209,55.73%,1,0.27%,0,0%,0,0%,2,0.53%
19,10,606,484,79.87%,113,18.65%,2,0.33%,0,0%,0,0%,7,1.16%
19,11,525,146,27.81%,371,70.67%,3,0.57%,1,0.19%,2,0.38%,2,0.38%
19,12,475,143,30.11%,326,68.63%,0,0%,0,0%,1,0.21%,5,1.05%
19,13,571,527,92.29%,34,5.95%,7,1.23%,0,0%,1,0.18%,2,0.35%
19,14,547,440,80.44%,98,17.92%,4,0.73%,1,0.18%,0,0%,4,0.73%
19,15,719,226,31.43%,483,67.18%,2,0.28%,0,0%,2,0.28%,6,0.83%
19,16,532,165,31.02%,357,67.11%,1,0.19%,1,0.19%,1,0.19%,7,1.32%
19,17,441,194,43.99%,238,53.97%,1,0.23%,0,0%,2,0.45%,6,1.36%
19,18,476,353,74.16%,115,24.16%,1,0.21%,1,0.21%,0,0%,6,1.26%
19,19,641,515,80.34%,118,18.41%,2,0.31%,1,0.16%,1,0.16%,4,0.62%
19,20,380,328,86.32%,48,12.63%,2,0.53%,0,0%,0,0%,2,0.53%
19,21,561,180,32.09%,373,66.49%,2,0.36%,0,0%,0,0%,6,1.07%
19,22,548,402,73.36%,131,23.91%,4,0.73%,1,0.18%,0,0%,10,1.82%
19,23,529,255,48.20%,267,50.47%,2,0.38%,0,0%,0,0%,5,0.95%
19,24,387,127,32.82%,254,65.63%,1,0.26%,0,0%,0,0%,5,1.29%
19,25,475,318,66.95%,152,32.00%,1,0.21%,0,0%,1,0.21%,3,0.63%
19,26,503,335,66.60%,156,31.01%,2,0.40%,1,0.20%,2,0.40%,7,1.39%
19,27,470,403,85.74%,60,12.77%,2,0.43%,0,0%,2,0.43%,3,0.64%
19,28,574,534,93.03%,26,4.53%,8,1.39%,0,0%,0,0%,6,1.05%
19,29,589,214,36.33%,369,62.65%,1,0.17%,1,0.17%,0,0%,4,0.68%
19,30,527,177,33.59%,338,64.14%,5,0.95%,0,0%,2,0.38%,5,0.95%
19,31,452,304,67.26%,134,29.65%,1,0.22%,0,0%,4,0.88%,9,1.99%
19,32,472,221,46.82%,244,51.69%,2,0.42%,0,0%,1,0.21%,4,0.85%
19,33,578,174,30.10%,396,68.51%,3,0.52%,1,0.17%,1,0.17%,3,0.52%
19,34,452,311,68.81%,136,30.09%,2,0.44%,0,0%,0,0%,3,0.66%
19,35,452,324,71.68%,125,27.65%,1,0.22%,0,0%,0,0%,2,0.44%
19,36,694,615,88.62%,72,10.37%,2,0.29%,1,0.14%,2,0.29%,2,0.29%
19,37,495,432,87.27%,54,10.91%,3,0.61%,1,0.20%,1,0.20%,4,0.81%
19,38,461,392,85.03%,60,13.02%,3,0.65%,1,0.22%,0,0%,5,1.08%
19,39,232,208,89.66%,20,8.62%,3,1.29%,0,0%,0,0%,1,0.43%
19,40,546,428,78.39%,110,20.15%,3,0.55%,0,0%,2,0.37%,3,0.55%
19,41,527,160,30.36%,360,68.31%,2,0.38%,0,0%,1,0.19%,4,0.76%
19,42,417,327,78.42%,82,19.66%,1,0.24%,1,0.24%,0,0%,6,1.44%
19,43,663,628,94.72%,32,4.83%,2,0.30%,0,0%,1,0.15%,0,0%
19,44,631,196,31.06%,426,67.51%,2,0.32%,0,0%,0,0%,7,1.11%
19,45,528,242,45.83%,275,52.08%,4,0.76%,0,0%,1,0.19%,6,1.14%
19,46,509,244,47.94%,258,50.69%,3,0.59%,0,0%,1,0.20%,3,0.59%
19,47,685,576,84.09%,103,15.04%,3,0.44%,0,0%,0,0%,3,0.44%
19,48,610,580,95.08%,25,4.10%,2,0.33%,0,0%,0,0%,3,0.49%
19,49,591,527,89.17%,54,9.14%,9,1.52%,0,0%,0,0%,1,0.17%
19,50,430,249,57.91%,174,40.47%,3,0.70%,0,0%,1,0.23%,3,0.70%
19,51,566,296,52.30%,260,45.94%,3,0.53%,0,0%,1,0.18%,6,1.06%
19,52,626,239,38.18%,368,58.79%,2,0.32%,2,0.32%,4,0.64%,11,1.76%
19,53,476,294,61.76%,174,36.55%,0,0%,0,0%,0,0%,8,1.68%
19,54,464,112,24.14%,342,73.71%,6,1.29%,0,0%,0,0%,4,0.86%
19,55,477,136,28.51%,332,69.60%,1,0.21%,0,0%,0,0%,8,1.68%
19,56,524,416,79.39%,99,18.89%,5,0.95%,1,0.19%,1,0.19%,2,0.38%
19,57,405,330,81.48%,66,16.30%,4,0.99%,2,0.49%,0,0%,3,0.74%
20,1,455,430,94.51%,19,4.18%,3,0.66%,0,0%,3,0.66%,0,0%
20,2,174,154,88.51%,15,8.62%,2,1.15%,2,1.15%,1,0.57%,0,0%
20,3,393,372,94.66%,12,3.05%,4,1.02%,2,0.51%,2,0.51%,1,0.25%
20,4,231,200,86.58%,28,12.12%,1,0.43%,0,0%,0,0%,2,0.87%
20,5,529,498,94.14%,24,4.54%,2,0.38%,1,0.19%,2,0.38%,2,0.38%
20,6,219,207,94.52%,10,4.57%,0,0%,2,0.91%,0,0%,0,0%
20,7,533,500,93.81%,20,3.75%,9,1.69%,1,0.19%,2,0.38%,1,0.19%
20,8,404,379,93.81%,20,4.95%,5,1.24%,0,0%,0,0%,0,0%
20,9,616,594,96.43%,16,2.60%,4,0.65%,2,0.32%,0,0%,0,0%
20,10,311,296,95.18%,8,2.57%,3,0.96%,4,1.29%,0,0%,0,0%
20,11,592,561,94.76%,24,4.05%,5,0.84%,0,0%,2,0.34%,0,0%
20,12,435,418,96.09%,12,2.76%,3,0.69%,2,0.46%,0,0%,0,0%
20,13,468,439,93.80%,26,5.56%,1,0.21%,1,0.21%,1,0.21%,0,0%
20,14,270,254,94.07%,9,3.33%,4,1.48%,1,0.37%,0,0%,2,0.74%
20,15,465,407,87.53%,51,10.97%,3,0.65%,2,0.43%,0,0%,2,0.43%
20,16,532,505,94.92%,19,3.57%,2,0.38%,0,0%,3,0.56%,3,0.56%
20,17,296,252,85.14%,38,12.84%,0,0%,2,0.68%,0,0%,4,1.35%
20,18,325,307,94.46%,12,3.69%,1,0.31%,3,0.92%,1,0.31%,1,0.31%
20,19,482,446,92.53%,21,4.36%,6,1.24%,3,0.62%,2,0.41%,4,0.83%
20,20,352,292,82.95%,53,15.06%,0,0%,3,0.85%,0,0%,4,1.14%
20,21,365,348,95.34%,16,4.38%,0,0%,0,0%,0,0%,1,0.27%
20,22,580,544,93.79%,26,4.48%,4,0.69%,1,0.17%,2,0.34%,3,0.52%
20,23,425,404,95.06%,16,3.76%,1,0.24%,3,0.71%,1,0.24%,0,0%
20,24,549,511,93.08%,26,4.74%,3,0.55%,0,0%,7,1.28%,2,0.36%
20,25,324,300,92.59%,19,5.86%,4,1.23%,0,0%,0,0%,1,0.31%
20,26,426,395,92.72%,21,4.93%,3,0.70%,4,0.94%,1,0.23%,2,0.47%
20,27,263,246,93.54%,14,5.32%,0,0%,0,0%,2,0.76%,1,0.38%
20,28,280,269,96.07%,8,2.86%,1,0.36%,0,0%,1,0.36%,1,0.36%
20,29,528,503,95.27%,23,4.36%,2,0.38%,0,0%,0,0%,0,0%
20,30,209,196,93.78%,11,5.26%,1,0.48%,1,0.48%,0,0%,0,0%
20,31,572,538,94.06%,28,4.90%,2,0.35%,2,0.35%,2,0.35%,0,0%
20,32,391,373,95.40%,17,4.35%,0,0%,1,0.26%,0,0%,0,0%
20,33,272,252,92.65%,16,5.88%,2,0.74%,1,0.37%,1,0.37%,0,0%
20,34,576,528,91.67%,37,6.42%,4,0.69%,0,0%,3,0.52%,4,0.69%
20,35,344,321,93.31%,11,3.20%,6,1.74%,2,0.58%,4,1.16%,0,0%
20,36,152,145,95.39%,4,2.63%,1,0.66%,0,0%,0,0%,2,1.32%
20,37,134,127,94.78%,5,3.73%,1,0.75%,1,0.75%,0,0%,0,0%
20,38,169,146,86.39%,20,11.83%,2,1.18%,0,0%,1,0.59%,0,0%
20,39,39,37,94.87%,2,5.13%,0,0%,0,0%,0,0%,0,0%
21,1,486,470,96.71%,14,2.88%,2,0.41%,0,0%,0,0%,0,0%
21,2,385,367,95.32%,14,3.64%,1,0.26%,0,0%,2,0.52%,1,0.26%
21,3,449,425,94.65%,16,3.56%,4,0.89%,3,0.67%,0,0%,1,0.22%
21,4,426,415,97.42%,10,2.35%,1,0.23%,0,0%,0,0%,0,0%
21,5,465,454,97.63%,9,1.94%,0,0%,0,0%,0,0%,2,0.43%
21,6,390,374,95.90%,13,3.33%,1,0.26%,1,0.26%,1,0.26%,0,0%
21,7,454,435,95.81%,15,3.30%,2,0.44%,0,0%,0,0%,2,0.44%
21,8,484,455,94.01%,26,5.37%,2,0.41%,1,0.21%,0,0%,0,0%
21,9,474,464,97.89%,8,1.69%,1,0.21%,0,0%,0,0%,1,0.21%
21,10,387,363,93.80%,17,4.39%,5,1.29%,0,0%,2,0.52%,0,0%
21,11,430,416,96.74%,9,2.09%,2,0.47%,0,0%,2,0.47%,1,0.23%
21,12,405,384,94.81%,14,3.46%,4,0.99%,1,0.25%,1,0.25%,1,0.25%
21,13,467,436,93.36%,22,4.71%,8,1.71%,0,0%,0,0%,1,0.21%
21,14,482,447,92.74%,29,6.02%,2,0.41%,2,0.41%,0,0%,2,0.41%
21,15,409,399,97.56%,9,2.20%,0,0%,0,0%,0,0%,1,0.24%
21,16,439,417,94.99%,19,4.33%,2,0.46%,1,0.23%,0,0%,0,0%
21,17,403,380,94.29%,18,4.47%,3,0.74%,1,0.25%,0,0%,1,0.25%
21,18,514,502,97.67%,10,1.95%,2,0.39%,0,0%,0,0%,0,0%
21,19,490,473,96.53%,9,1.84%,5,1.02%,1,0.20%,0,0%,2,0.41%
21,20,411,397,96.59%,12,2.92%,1,0.24%,0,0%,0,0%,1,0.24%
21,21,376,356,94.68%,13,3.46%,2,0.53%,2,0.53%,0,0%,3,0.80%
21,22,409,390,95.35%,16,3.91%,1,0.24%,0,0%,0,0%,2,0.49%
21,23,411,402,97.81%,6,1.46%,1,0.24%,1,0.24%,0,0%,1,0.24%
21,24,461,449,97.40%,10,2.17%,1,0.22%,0,0%,1,0.22%,0,0%
21,25,394,379,96.19%,12,3.05%,3,0.76%,0,0%,0,0%,0,0%
21,26,494,470,95.14%,20,4.05%,3,0.61%,1,0.20%,0,0%,0,0%
21,27,468,442,94.44%,18,3.85%,4,0.85%,1,0.21%,0,0%,3,0.64%
21,28,537,514,95.72%,16,2.98%,4,0.74%,0,0%,1,0.19%,2,0.37%
21,29,476,461,96.85%,13,2.73%,1,0.21%,1,0.21%,0,0%,0,0%
21,30,401,381,95.01%,16,3.99%,2,0.50%,1,0.25%,0,0%,1,0.25%
21,31,333,320,96.10%,10,3.00%,1,0.30%,0,0%,1,0.30%,1,0.30%
21,32,452,432,95.58%,17,3.76%,0,0%,1,0.22%,2,0.44%,0,0%
21,33,385,367,95.32%,10,2.60%,3,0.78%,1,0.26%,1,0.26%,3,0.78%
21,34,437,414,94.74%,16,3.66%,4,0.92%,2,0.46%,1,0.23%,0,0%
21,35,530,507,95.66%,19,3.58%,1,0.19%,1,0.19%,0,0%,2,0.38%
21,36,442,424,95.93%,14,3.17%,3,0.68%,0,0%,0,0%,1,0.23%
21,37,330,318,96.36%,7,2.12%,4,1.21%,0,0%,1,0.30%,0,0%
21,38,464,451,97.20%,6,1.29%,1,0.22%,2,0.43%,3,0.65%,1,0.22%
21,39,398,384,96.48%,9,2.26%,1,0.25%,3,0.75%,0,0%,1,0.25%
21,40,422,406,96.21%,11,2.61%,3,0.71%,1,0.24%,0,0%,1,0.24%
21,41,472,451,95.55%,18,3.81%,0,0%,2,0.42%,1,0.21%,0,0%
21,42,485,469,96.70%,15,3.09%,1,0.21%,0,0%,0,0%,0,0%
21,43,451,432,95.79%,13,2.88%,4,0.89%,0,0%,0,0%,2,0.44%
21,44,470,452,96.17%,16,3.40%,1,0.21%,0,0%,1,0.21%,0,0%
21,45,423,411,97.16%,9,2.13%,2,0.47%,0,0%,0,0%,1,0.24%
21,46,482,464,96.27%,13,2.70%,2,0.41%,0,0%,3,0.62%,0,0%
21,47,423,404,95.51%,16,3.78%,3,0.71%,0,0%,0,0%,0,0%
21,48,449,427,95.10%,21,4.68%,1,0.22%,0,0%,0,0%,0,0%
21,49,487,467,95.89%,18,3.70%,2,0.41%,0,0%,0,0%,0,0%
21,50,334,315,94.31%,13,3.89%,2,0.60%,1,0.30%,0,0%,3,0.90%
21,51,449,429,95.55%,16,3.56%,3,0.67%,0,0%,0,0%,1,0.22%
21,52,461,447,96.96%,8,1.74%,1,0.22%,2,0.43%,1,0.22%,2,0.43%
21,53,377,354,93.90%,19,5.04%,3,0.80%,1,0.27%,0,0%,0,0%
21,54,399,386,96.74%,9,2.26%,1,0.25%,0,0%,1,0.25%,2,0.50%
22,1,263,252,95.82%,7,2.66%,1,0.38%,1,0.38%,0,0%,2,0.76%
22,2,589,394,66.89%,189,32.09%,5,0.85%,0,0%,0,0%,1,0.17%
22,3,717,608,84.80%,91,12.69%,6,0.84%,6,0.84%,0,0%,6,0.84%
22,4,388,339,87.37%,38,9.79%,3,0.77%,3,0.77%,0,0%,5,1.29%
22,5,453,381,84.11%,60,13.25%,4,0.88%,1,0.22%,3,0.66%,4,0.88%
22,6,449,385,85.75%,59,13.14%,2,0.45%,1,0.22%,1,0.22%,1,0.22%
22,7,373,343,91.96%,25,6.70%,3,0.80%,1,0.27%,0,0%,1,0.27%
22,8,678,529,78.02%,146,21.53%,1,0.15%,0,0%,1,0.15%,1,0.15%
22,9,380,335,88.16%,37,9.74%,7,1.84%,0,0%,1,0.26%,0,0%
22,10,629,533,84.74%,78,12.40%,5,0.79%,9,1.43%,0,0%,4,0.64%
22,11,396,346,87.37%,41,10.35%,3,0.76%,4,1.01%,1,0.25%,1,0.25%
22,12,416,311,74.76%,94,22.60%,7,1.68%,1,0.24%,0,0%,3,0.72%
22,13,504,444,88.10%,58,11.51%,1,0.20%,1,0.20%,0,0%,0,0%
22,14,397,349,87.91%,42,10.58%,3,0.76%,2,0.50%,0,0%,1,0.25%
22,15,388,334,86.08%,48,12.37%,1,0.26%,2,0.52%,0,0%,3,0.77%
22,16,387,339,87.60%,45,11.63%,2,0.52%,0,0%,0,0%,1,0.26%
22,17,626,524,83.71%,98,15.65%,2,0.32%,2,0.32%,0,0%,0,0%
22,18,391,342,87.47%,40,10.23%,2,0.51%,4,1.02%,2,0.51%,1,0.26%
22,19,226,211,93.36%,12,5.31%,1,0.44%,0,0%,1,0.44%,1,0.44%
22,20,455,398,87.47%,50,10.99%,1,0.22%,3,0.66%,1,0.22%,2,0.44%
22,21,452,424,93.81%,24,5.31%,2,0.44%,1,0.22%,0,0%,1,0.22%
22,22,462,382,82.68%,64,13.85%,1,0.22%,5,1.08%,6,1.30%,4,0.87%
22,23,529,500,94.52%,23,4.35%,3,0.57%,3,0.57%,0,0%,0,0%
22,24,544,468,86.03%,60,11.03%,4,0.74%,5,0.92%,1,0.18%,6,1.10%
22,25,451,396,87.80%,47,10.42%,0,0%,2,0.44%,5,1.11%,1,0.22%
23,1,458,212,46.29%,241,52.62%,2,0.44%,0,0%,1,0.22%,2,0.44%
23,2,500,260,52.00%,229,45.80%,4,0.80%,3,0.60%,0,0%,4,0.80%
23,3,453,213,47.02%,231,50.99%,2,0.44%,0,0%,1,0.22%,6,1.32%
23,4,528,288,54.55%,232,43.94%,2,0.38%,1,0.19%,2,0.38%,3,0.57%
23,5,475,399,84.00%,66,13.89%,8,1.68%,1,0.21%,0,0%,1,0.21%
